,mean zero crossing rate,std zero crossing rate,max zero crossing rate,min zero crossing rate,median zero crossing rate,mean energy,std energy,max energy,min energy,median energy,mean entropy of energy,std entropy of energy,max entropy of energy,min entropy of energy,median entropy of energy,mean spectral centroid,std spectral centroid,max spectral centroid,min spectral centroid,median spectral centroid,mean spectral spread,std spectral spread,max spectral spread,min spectral spread,median spectral spread,mean spectral entropy,std spectral entropy,max spectral entropy,min spectral entropy,median spectral entropy,mean spectral flux,std spectral flux,max spectral flux,min spectral flux,median spectral flux,mean spectral rolloff,std spectral rolloff,max spectral rolloff,min spectral rolloff,median spectral rolloff,mean mfcc1,std mfcc1,max mfcc1,min mfcc1,median mfcc1,mean mfcc2,std mfcc2,max mfcc2,min mfcc2,median mfcc2,mean mfcc3,std mfcc3,max mfcc3,min mfcc3,median mfcc3,mean mfcc4,std mfcc4,max mfcc4,min mfcc4,median mfcc4,mean mfcc5,std mfcc5,max mfcc5,min mfcc5,median mfcc5,mean mfcc6,std mfcc6,max mfcc6,min mfcc6,median mfcc6,mean mfcc7,std mfcc7,max mfcc7,min mfcc7,median mfcc7,mean mfcc8,std mfcc8,max mfcc8,min mfcc8,median mfcc8,mean mfcc9,std mfcc9,max mfcc9,min mfcc9,median mfcc9,mean mfcc10,std mfcc10,max mfcc10,min mfcc10,median mfcc10,mean mfcc11,std mfcc11,max mfcc11,min mfcc11,median mfcc11,mean mfcc12,std mfcc12,max mfcc12,min mfcc12,median mfcc12,mean mfcc13,std mfcc13,max mfcc13,min mfcc13,median mfcc13,mean chroma1,std chroma1,max chroma1,min chroma1,median chroma1,mean chroma2,std chroma2,max chroma2,min chroma2,median chroma2,mean chroma3,std chroma3,max chroma3,min chroma3,median chroma3,mean chroma4,std chroma4,max chroma4,min chroma4,median chroma4,mean chroma5,std chroma5,max chroma5,min chroma5,median chroma5,mean chroma6,std chroma6,max chroma6,min chroma6,median chroma6,mean chroma7,std chroma7,max chroma7,min chroma7,median chroma7,mean chroma8,std chroma8,max chroma8,min chroma8,median chroma8,mean chroma9,std chroma9,max chroma9,min chroma9,median chroma9,mean chroma10,std chroma10,max chroma10,min chroma10,median chroma10,mean chroma11,std chroma11,max chroma11,min chroma11,median chroma11,mean chroma12,std chroma12,max chroma12,min chroma12,median chroma12,mean chroma deviation,std chroma deviation,max chroma deviation,min chroma deviation,median chroma deviation
0,0.03536934715706012,0.01710666574210697,0.07419758232596915,0.0,0.03563984993747395,0.01975500383753613,0.03596467145830044,0.16360035167336373,1.5487263119885449e-09,0.004892818568200861,3.1343959971572386,0.253158217848664,3.3168804620834966,1.4655905766088093,3.1966411829104526,0.0824793888880926,0.03182618196614014,0.1401416044395614,0.0008333333250000707,0.08917984870688914,0.11705948726570589,0.04865852795483775,0.21149124240469855,6.17234348543901e-09,0.1208145200233122,0.27384014449074456,0.170586185322076,0.6479448904441945,0.022475871293434764,0.2862857522934803,0.011371701969229922,0.07745403743118545,0.7580791837114806,0.0,0.0030915215106327954,0.0524645390070922,0.027266067901881977,0.11916666666666667,0.0,0.05208333333333333,-26.827068643111275,7.859876860141185,-21.011241612979646,-50.59644256269407,-24.729708036778028,1.7334825175997177,0.7226537242640481,2.905223768122015,3.9698859582665274e-16,1.8003975857042214,-0.14066265743757517,0.5255326648784718,0.5262823338078799,-2.0335910510709123,3.9734889918215525e-16,0.5972736738421736,0.29060388831182404,1.1480303048275595,4.008790611007523e-16,0.6424279501327732,0.10410772119439786,0.20964705682466372,0.580639829239298,-0.34636187092644655,0.058719988204370493,0.40968655264420095,0.2348484334094771,0.9372336433668346,-0.04395847881896977,0.4253720400637445,0.058965421493536965,0.2379843555977513,0.7136035559708263,-0.6438572997975104,0.057076461052283034,0.06982974697153925,0.2016222792529413,0.6729652613467685,-0.3651018582919556,0.06988563002319184,0.009456549380643647,0.1691589577505184,0.36258404720839793,-0.4798153082978516,1.3051454412604203e-16,-0.13457459141876524,0.17752502049074131,0.2631698254168235,-0.6602241362090784,-0.1261611889658058,0.13927330328590967,0.16037140082681808,0.722834239975869,-0.3489820619168627,0.13358967761375196,0.09266320411165684,0.16546906397967417,0.5115628873006097,-0.23784057721324767,0.08540524758506927,0.009647288199890794,0.13369114492490108,0.31174476694758785,-0.3610254435223257,8.57508254598276e-17,0.012033407363864943,0.011524111266717284,0.05965075311358607,1.4583289756555147e-34,0.009324274525674948,0.0023141204596982936,0.002624589326595002,0.014602249429043765,1.8476613726083142e-36,0.0015743307973601363,0.043691747935919574,0.036453505844954645,0.16365132532959023,5.645559696835442e-34,0.035487101293941066,0.016741825280426597,0.022126438232357565,0.11807761395110243,6.677776661975698e-36,0.008984618072087848,0.01838728373981702,0.017136808312636892,0.08741242364459086,1.366558064440006e-35,0.014607788016216818,0.007564856558146502,0.006146807870718865,0.024791905880056628,2.429190237658002e-36,0.006339712966316337,0.06764955307413013,0.04885240611735648,0.16666666666666666,0.003793074995923449,0.049286866971056775,0.004271913965534016,0.009188973608353527,0.05549253517460309,1.0081294560023261e-36,0.0015584494080250855,0.0035970124381993745,0.003032224885844257,0.01926268950811709,2.19391294731866e-36,0.003123733785839252,0.01623486971901729,0.019616664675443592,0.11166372556377288,1.3391208620052412e-35,0.01026258769294644,0.028396393008636483,0.023998021511739392,0.11665040506471311,2.616167617341557e-35,0.02245736435636416,0.0023434591690740286,0.002159702619567566,0.01352056085207712,1.0713700387941079e-35,0.0017435003805366081,0.026800317910624805,0.010238531518976768,0.04606423319938055,0.005251021189848774,0.02496947076432448
